pdb_id,molecule_name,entry_uniprot_accession,experimental_method,title
5qg9,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000595a
5qi5,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human PARP14 Macrodomain 3 in complex with FMOPL000633a
5qju,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z906021418
5qpr,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with XST00001145b
5qru,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z235341991
5poz,Bromodomain-containing protein 1,O95696,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BRD1 in complex with N11039a
5qeo,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA000657b
5qgi,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with FMOPL000710a
5qi3,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human PARP14 Macrodomain 3 in complex with FMOPL000475a
5qjv,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z281802060
5qoh,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with XST00000847b
5qpv,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000416a
5qrv,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z198194396
5qsn,Cohesin subunit SA-1,Q8WVM7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human STAG1 in complex with Z1272480091
5q1z,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000150a
5qdg,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000294a
5qf0,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_XST00000216b
5qgv,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with UNUYB062989
5qpw,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000632a
5qs1,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z1954800564
5qqm,Kalirin,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-009-565-325
5q1n,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000295a
5qfl,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOMB000206a
5qhb,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with RK4-332
5qjh,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z375990520
5qow,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with Z2895259675
5qr9,"5-aminolevulinate synthase\, erythroid-specific\, mitochondrial",P22557,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human ALAS2A in complex with Z31478129
5qsa,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury G177D variant in complex with Z2856434778
5qdp,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000207a
5qqb,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOOA000676a
5qs2,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z291279160
5qee,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000240a
5qgb,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000628a
5qib,2-Hydroxyacid oxidase 1,Q9UJM8,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of HAO1 in complex with FMOPL000388a
5phf,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09688a
5qoq,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with Z2895259680
5qpz,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000524a
5qrf,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z373768900
5qsz,Cohesin subunit SA-1,Q8WVM7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human STAG1 in complex with Z1267773786
5ph5,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09724a
5qdz,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000435a
5q1t,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000492a
5qec,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000270a
5qg6,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA001176b
5qhu,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human PARP14 Macrodomain 3 in complex with FMSOA000341b
5qrk,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z275179758
5qsj,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury G177D variant in complex with Z198194394
5phe,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09453a
5pov,Bromodomain-containing protein 1,O95696,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BRD1 in complex with N11063a
5qep,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_XST00000692b
5qgj,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with FMOPL000706a
5qpi,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000554a
5qrl,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z437516460
5q1o,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000478a
5q1x,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000085a
5qf5,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA001440b
5qh2,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000188
5qi9,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human PARP14 Macrodomain 3 in complex with FMOPL000711a
5qk5,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z1267773786
5qok,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with FMOPL000294a
5qsq,Cohesin subunit SA-1,Q8WVM7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human STAG1 in complex with Z396380540
5qk0,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z1270312110
5qp1,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with Z1190363272
5q1s,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with BDOOA011525c
5qe8,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000127a
5qfu,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000487a
5qhl,Protein FAM83B,Q5T0W9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human FAM83B in complex with FMOPL000551a
5qk9,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z102895082
5pbb,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BAZ2B in complex with N09496a
5qfc,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOMB000140a
5qha,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with PCM-0102951
5qrz,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z1998104358
5ph8,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09552a
5qfh,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000525a
5qhc,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with RK4-337
5qk7,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z1918536193
5qos,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with Z1187701032
5qqw,"5-aminolevulinate synthase\, erythroid-specific\, mitochondrial",P22557,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human ALAS2A in complex with Z136583524
5qsk,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury G177D variant in complex with Z2856434906
5qe3,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000449a
5qfy,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000396a
5qhq,Protein FAM83B,Q5T0W9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human FAM83B in complex with FMOPL000574a
5qj7,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z32327641
5qqd,Ras-related C3 botulinum toxin substrate 1,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with Z56880342
5qqd,Kalirin,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with Z56880342
5pow,Bromodomain-containing protein 1,O95696,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BRD1 in complex with N10894b
5qdu,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000466a
5qf7,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA000951b
5qgr,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with FMOPL000022a
